# ll                            TT_ab/TT                EE_ab/EE
3.540000000000000000e+02 1.005159846954250646e+00 9.993781766516852683e-01
3.550000000000000000e+02 1.005132558768309092e+00 9.994166233273615862e-01
3.560000000000000000e+02 1.005133077655055773e+00 9.994694947827165166e-01
3.570000000000000000e+02 1.005113358506646515e+00 9.995484642986867119e-01
3.580000000000000000e+02 1.005097648624001527e+00 9.996086700469880570e-01
3.590000000000000000e+02 1.005079316738588968e+00 9.996590938970607576e-01
3.600000000000000000e+02 1.005060066819877029e+00 9.997103046682244143e-01
3.610000000000000000e+02 1.005039674562857588e+00 9.997635434718894487e-01
3.620000000000000000e+02 1.005017129334212722e+00 9.998039774391891399e-01
3.630000000000000000e+02 1.004996622339763057e+00 9.998894671436259207e-01
3.640000000000000000e+02 1.004961986429036669e+00 9.999573271212869319e-01
3.650000000000000000e+02 1.004927175979062559e+00 9.999947080352550310e-01
3.660000000000000000e+02 1.004897298722101651e+00 1.000064842902074869e+00
3.670000000000000000e+02 1.004886431842367145e+00 1.000133031033861863e+00
3.680000000000000000e+02 1.004833504763543939e+00 1.000172375604602593e+00
3.690000000000000000e+02 1.004776566960287054e+00 1.000224177506796597e+00
3.700000000000000000e+02 1.004765431474059945e+00 1.000302651771881601e+00
3.710000000000000000e+02 1.004714142464494975e+00 1.000360071867976153e+00
3.720000000000000000e+02 1.004668242568616865e+00 1.000421319676905396e+00
3.730000000000000000e+02 1.004630659701886808e+00 1.000485281705830731e+00
3.740000000000000000e+02 1.004595707927044002e+00 1.000532161365569106e+00
3.750000000000000000e+02 1.004532094495100392e+00 1.000592042634495860e+00
3.760000000000000000e+02 1.004465946866318404e+00 1.000665148976066288e+00
3.770000000000000000e+02 1.004426115771721362e+00 1.000720394581221750e+00
3.780000000000000000e+02 1.004379465068801602e+00 1.000781945690966790e+00
3.790000000000000000e+02 1.004323797660530815e+00 1.000834288007899531e+00
3.800000000000000000e+02 1.004246640576701211e+00 1.000916184824002464e+00
3.810000000000000000e+02 1.004198388223126237e+00 1.000987181138996762e+00
3.820000000000000000e+02 1.004155591045781115e+00 1.001021723801908792e+00
3.830000000000000000e+02 1.004052370847200670e+00 1.001111555644373041e+00
3.840000000000000000e+02 1.004005450737910587e+00 1.001166345148697845e+00
3.850000000000000000e+02 1.003952313178483990e+00 1.001205640241523920e+00
3.860000000000000000e+02 1.003859178093621907e+00 1.001291337224575528e+00
