# ll				TT_ab/TT 		EE_ab/EE
3.400000000000000000e+02 1.006413421509112727e+00 9.982566154618205401e-01
3.410000000000000000e+02 1.006424096771901588e+00 9.983176629258786461e-01
3.420000000000000000e+02 1.006426728675560822e+00 9.983552612805264292e-01
3.430000000000000000e+02 1.006427858265987796e+00 9.984557550233476020e-01
3.440000000000000000e+02 1.006439346001039903e+00 9.985321331732105454e-01
3.450000000000000000e+02 1.006450668070909105e+00 9.985616444285448923e-01
3.460000000000000000e+02 1.006449697189521819e+00 9.986545496422155610e-01
3.470000000000000000e+02 1.006447614497028686e+00 9.987409970445367824e-01
3.480000000000000000e+02 1.006458136620226984e+00 9.987809305504337098e-01
3.490000000000000000e+02 1.006460778924457289e+00 9.988671129984998398e-01
3.500000000000000000e+02 1.006430860711205133e+00 9.989437632702078407e-01
3.510000000000000000e+02 1.006435462461722441e+00 9.990038809608553505e-01
3.520000000000000000e+02 1.006424584752052320e+00 9.990642182196171062e-01
3.530000000000000000e+02 1.006435433464322626e+00 9.991334785782933769e-01
3.540000000000000000e+02 1.006418487501161474e+00 9.992264953932790128e-01
3.550000000000000000e+02 1.006384542912892144e+00 9.992743203596932133e-01
3.560000000000000000e+02 1.006385188371590189e+00 9.993400887397193566e-01
3.570000000000000000e+02 1.006360659134827751e+00 9.994383212756300372e-01
3.580000000000000000e+02 1.006341117143312314e+00 9.995132130013724137e-01
3.590000000000000000e+02 1.006318313564362077e+00 9.995759367321964683e-01
3.600000000000000000e+02 1.006294368016413143e+00 9.996396393376328904e-01
3.610000000000000000e+02 1.006269001479777492e+00 9.997058646731769027e-01
3.620000000000000000e+02 1.006240956797531894e+00 9.997561616909056426e-01
3.630000000000000000e+02 1.006215447535584895e+00 9.998625048836923268e-01
3.640000000000000000e+02 1.006172362893335004e+00 9.999469179335962465e-01
3.650000000000000000e+02 1.006129061136509906e+00 9.999934171672389960e-01
3.660000000000000000e+02 1.006091895925589341e+00 1.000080660019608381e+00
3.670000000000000000e+02 1.006078378289820163e+00 1.000165481270215873e+00
3.680000000000000000e+02 1.006012540718102866e+00 1.000214423155077359e+00
3.690000000000000000e+02 1.005941714086656669e+00 1.000278861086030924e+00
3.700000000000000000e+02 1.005927862323261035e+00 1.000376477564596245e+00
3.710000000000000000e+02 1.005864062394743907e+00 1.000447904134486032e+00
3.720000000000000000e+02 1.005806966145454062e+00 1.000524092110519403e+00
3.730000000000000000e+02 1.005760215696748006e+00 1.000603656385748330e+00
3.740000000000000000e+02 1.005716738141704036e+00 1.000661971392521998e+00
3.750000000000000000e+02 1.005637607496656649e+00 1.000736459488694052e+00
3.760000000000000000e+02 1.005555324488588420e+00 1.000827398647119670e+00
3.770000000000000000e+02 1.005505777402192935e+00 1.000896120302883663e+00
3.780000000000000000e+02 1.005447747201633657e+00 1.000972685563846554e+00
3.790000000000000000e+02 1.005378500852395662e+00 1.001037795732809821e+00
3.800000000000000000e+02 1.005282522854874072e+00 1.001139669624652395e+00
3.810000000000000000e+02 1.005222500313301071e+00 1.001227984058095544e+00
3.820000000000000000e+02 1.005169263628122200e+00 1.001270952706608597e+00
3.830000000000000000e+02 1.005040864944918733e+00 1.001382697214376893e+00
3.840000000000000000e+02 1.004982499621741354e+00 1.001450851512715845e+00
3.850000000000000000e+02 1.004916400226924633e+00 1.001499731850523878e+00
3.860000000000000000e+02 1.004800546717429688e+00 1.001606332883360873e+00
